Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Platinum Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Ornate
